4785.2.1#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_ladros_adj;Ladrothrim;;ladroser;;;;;;;;;;;x
b_ladros_2;Thondol;Ladros;Ladros;;Ladros;;;;;;;;;x
b_ladros_2_adj;Thondolrim;;ladroser;;;;;;;;;;;x
b_ladros_3;Echad Foraredain;Ladros;Ladros;;Ladros;;;;;;;;;x
b_ladros_3_adj;Foraredain;;ladroser;;;;;;;;;;;x
b_ladros_4;Echad Boromir;Ladros;Ladros;;Ladros;;;;;;;;;x
b_ladros_4_adj;Echad Boromir;;ladroser;;;;;;;;;;;x
b_ladros_5;Rond Forbëorim;Ladros;Ladros;;Ladros;;;;;;;;;x
b_ladros_5_adj;Rond Forbëorim;;ladroser;;;;;;;;;;;x
b_ladros_6;Barad Thon;Ladros;Ladros;;Ladros;;;;;;;;;x
b_ladros_6_adj;Barad Thon;;ladroser;;;;;;;;;;;x
b_laegrimdor;Laegrimdor;Laegrimdor;Laegrimdor;;Laegrimdor;;;;;;;;;x
b_laegrimdor_adj;Laegrimdor;;laegrimdorer;;;;;;;;;;;x
b_laegrimdor_2;Bar-en-Elmor;Laegrimdor;Laegrimdor;;Laegrimdor;;;;;;;;;x
b_laegrimdor_2_adj;Elmorim;;laegrimdorer;;;;;;;;;;;x
b_laegrimdor_3;Ithilbortham;Laegrimdor;Laegrimdor;;Laegrimdor;;;;;;;;;x
b_laegrimdor_3_adj;Ithilbortham;;laegrimdorer;;;;;;;;;;;x
b_laegrimdor_4;Laegrimbar;Laegrimdor;Laegrimdor;;Laegrimdor;;;;;;;;;x
b_laegrimdor_4_adj;Laegrimbarim;;laegrimdorer;;;;;;;;;;;x
b_lammoth;Lammoth;Lammoth;Lammoth;;Lammoth;;;;;;;;;x
b_lammoth_adj;Lammothrim;;lammother;;;;;;;;;;;x
b_lammoth_2;Nan Nallon;Lammoth;Lammoth;;Lammoth;;;;;;;;;x
b_lammoth_2_adj;Nallonrim;;lammother;;;;;;;;;;;x
b_lanthir_lamath;Lanthir Lamath;Lanthir Lamath;Lanthir Lamath;;Lanthir Lamath;;;;;;;;;x
b_lanthir_lamath_adj;Lanthir Lamathrim;;Lanthir Lamather;;;;;;;;;;;x
b_lanthir_lamath_2;Amon Camdol;Lanthir Lamath;Lanthir Lamath;;Lanthir Lamath;;;;;;;;;x
b_lanthir_lamath_2_adj;Amon Camdol;;Lanthir Lamather;;;;;;;;;;;x
b_lanthir_lamath_3;Grôd-en-Elwing;Lanthir Lamath;Lanthir Lamath;;Lanthir Lamath;;;;;;;;;x
b_lanthir_lamath_3_adj;Grôd-en-Elwing;;Lanthir Lamather;;;;;;;;;;;x
b_legolin;Linduin;Legolin;Legolin;;Legolin;;;;;;;;;x
b_legolin_adj;Linduinrim;;legoliner;;;;;;;;;;;x
b_legolin_2;Legolin;Legolin;Legolin;;Legolin;;;;;;;;;x
b_legolin_2_adj;Legolinrim;;legoliner;;;;;;;;;;;x
b_legolin_3;Bar-en-Glîrdain;Legolin;Legolin;;Legolin;;;;;;;;;x
b_legolin_3_adj;Glîrdain;;legoliner;;;;;;;;;;;x
b_legolin_4;Barad Lathrim;Legolin;Legolin;;Legolin;;;;;;;;;x
b_legolin_4_adj;Lathrim;;legoliner;;;;;;;;;;;x
b_lhostesgar;Lhostesgar;Lhostesgar;Lhostesgar;;Lhostesgar;;;;;;;;;x
b_lhostesgar_adj;Lhostesgar;;lhostesgarer;;;;;;;;;;;x
b_lhostesgar_2;Rond Cairros;Lhostesgar;Lhostesgar;;Lhostesgar;;;;;;;;;x
b_lhostesgar_2_adj;Cairrothrim;;lhostesgarer;;;;;;;;;;;x
b_lhostesgar_3;Elurímbar;Lhostesgar;Lhostesgar;;Lhostesgar;;;;;;;;;x
b_lhostesgar_3_adj;Elurím;;lhostesgarer;;;;;;;;;;;x
b_lhostesgar_4;Panndorost;Lhostesgar;Lhostesgar;;Lhostesgar;;;;;;;;;x
b_lhostesgar_4_adj;Panndorothrim;;lhostesgarer;;;;;;;;;;;x
b_lhostesgar_5;Helegalen;Lhostesgar;Lhostesgar;;Lhostesgar;;;;;;;;;x
b_lhostesgar_5_adj;Helegalenrim;;lhostesgarer;;;;;;;;;;;x
b_lhunorodrim;Forlunost;;;;;;;;;;;;;x
b_lhunorodrim_adj;Forlunothrim;;;;;;;;;;;;;x
b_lhunorodrim_2;Caras Lhunorodrim;;;;;;;;;;;;;x
b_lhunorodrim_2_adj;Caras Lhunorodrim;;;;;;;;;;;;;x
b_lhunorodrim_3;Lindormursbund;;;;;;;;;;;;;x
b_lhunorodrim_3_adj;Lindormursbundul;;;;;;;;;;;;;x
b_lindon;Seldariand;Lindon;Lindon;;Lindon;;;;;;;;;x
b_lindon_adj;Seldariandrim;;lindoner;;;;;;;;;;;x
b_lindon_2;Echad Daol;Lindon;Lindon;;Lindon;;;;;;;;;x
b_lindon_2_adj;Echad Daolrim;;lindoner;;;;;;;;;;;x
b_lindon_3;Bar-en-Yaven;Lindon;Lindon;;Lindon;;;;;;;;;x
b_lindon_3_adj;Yavenrim;;lindoner;;;;;;;;;;;x
b_lindon_4;Nenan Daer;Lindon;Lindon;;Lindon;;;;;;;;;x
b_lindon_4_adj;Nenan Daer;;lindoner;;;;;;;;;;;x
b_lisgardh;Lisgardh;Lisgardh;Lisgardh;;Lisgardh;;;;;;;;;x
b_lisgardh_adj;Lisgardhrim;;lisgardher;;;;;;;;;;;x
b_lisgardh_2;Rond Saelweg;Lisgardh;Lisgardh;;Lisgardh;;;;;;;;;x
b_lisgardh_2_adj;Rond Saelweg;;lisgardher;;;;;;;;;;;x
b_lisgardh_3;Haudh-en-Indwen;Lisgardh;Lisgardh;;Lisgardh;;;;;;;;;x
b_lisgardh_3_adj;Indwenrim;;lisgardher;;;;;;;;;;;x
b_lisgardh_4;Gwilwilethond;Lisgardh;Lisgardh;;Lisgardh;;;;;;;;;x
b_lisgardh_4_adj;Gwilwilethondrim;;lisgardher;;;;;;;;;;;x
b_lithir;Lithir;Lithir;Lithir;;Lithir;;;;;;;;;x
b_lithir_adj;Lithir;;lithirer;;;;;;;;;;;x
b_lithir_2;Caras Eluhir;Lithir;Lithir;;Lithir;;;;;;;;;x
b_lithir_2_adj;Eluhirim;;lithirer;;;;;;;;;;;x
b_lithir_3;Bar-en-Eredh;Lithir;Lithir;;Lithir;;;;;;;;;x
b_lithir_3_adj;Eredhrim;;lithirer;;;;;;;;;;;x
b_lithir_4;Taur-en-Hórim;Lithir;Lithir;;Lithir;;;;;;;;;x
b_lithir_4_adj;Hórim;;lithirer;;;;;;;;;;;x
b_lond_gondolin;Lond Lothlim;;Lond Gondolin;Lond Gondolin;;Lond Gondolin;;;;;;;;;x
b_lond_gondolin_adj;Lothlim;;;Lond Gondoliner;;;;;;;;;;;x
b_lond_gondolin_2;Falas-en-Golodhrim;Lond Gondolin;Lond Gondolin;;Lond Gondolin;;;;;;;;;x
b_lond_gondolin_2_adj;Falas-en-Golodhrim;;Lond Gondoliner;;;;;;;;;;;x
b_lond_gondolin_3;Alcarondas;Lond Gondolin;Lond Gondolin;;Lond Gondolin;;;;;;;;;x
b_lond_gondolin_3_adj;Alcarondil;;Lond Gondoliner;;;;;;;;;;;x
b_lond_gondolin_4;Lond Carnoe;Lond Gondolin;Lond Gondolin;;Lond Gondolin;;;;;;;;;x
b_lond_gondolin_4_adj;Noerim;;Lond Gondoliner;;;;;;;;;;;x
b_lond_gondolin_5;Vinyagond;Lond Gondolin;Lond Gondolin;;Lond Gondolin;;;;;;;;;x
b_lond_gondolin_5_adj;Vinyagondrim;;Lond Gondoliner;;;;;;;;;;;x
b_losgar;Losgar;Losgar;Losgar;;Losgar;;;;;;;;;x
b_losgar_adj;Losgar;;losgarer;;;;;;;;;;;x
b_losgar_2;Haudh-en-Dagnost;Losgar;Losgar;;Losgar;;;;;;;;;x
b_losgar_2_adj;Haudhrim;;losgarer;;;;;;;;;;;x
b_losgar_3;Dagnothrond;Losgar;Losgar;;Losgar;;;;;;;;;x
b_losgar_3_adj;Dagnothrim;;losgarer;;;;;;;;;;;x
b_lossotil;Lossotil;Lossotil;Lossotil;;Lossotil;;;;;;;;;x
b_lossotil_adj;Lossotilrim;;lossotiler;;;;;;;;;;;x
b_lossotil_2;Amonost Lossotil;Lossotil;Lossotil;;Lossotil;;;;;;;;;x
b_lossotil_2_adj;Amonost Lossotil;;lossotiler;;;;;;;;;;;x
b_lostsad;Lostsâd;Lostsâd;Lostsâd;;Lostsâd;;;;;;;;;x
b_lostsad_adj;Lostsâdrim;;lostsâder;;;;;;;;;;;x
b_lothlann;Lothlann;Lothlann;Lothlann;;Lothlann;;;;;;;;;x
b_lothlann_adj;Lothlannrim;;lothlanner;;;;;;;;;;;x
b_lothlann_2;Echad Tyushtya;Lothlann;Lothlann;;Lothlann;;;;;;;;;x
b_lothlann_2_adj;Tyushtyarim;;lothlanner;;;;;;;;;;;x
b_lothlann_3;Himland;Lothlann;Lothlann;;Lothlann;;;;;;;;;x
b_lothlann_3_adj;Himlandrim;;lothlanner;;;;;;;;;;;x
b_lune;Annûduin;Lune;Lune;;Lune;;;;;;;;;x
b_lune_adj;Annûduin;;luner;;;;;;;;;;;x
b_lune_2;Ost-im-Lune;Lune;Lune;;Lune;;;;;;;;;x
b_lune_2_adj;Lunrim;;luner;;;;;;;;;;;x
b_lune_3;Eithel Nenuial;;;;;;;;;;;;;x
b_lune_3_adj;Nenuial Eithelrim;;;;;;;;;;;;;x
b_lune_4;Barad Lune;;;;;;;;;;;;;x
b_lune_4_adj;Barad Lunorodrim;;;;;;;;;;;;;x
b_maedhros_hills;Emyn Maedhros;Maedhros' Hills;Maedhros' Hills;;Maedhros' Hills;;;;;;;;;x
b_maedhros_hills_adj;Emyn Maedhros;;Maedhros' Hillser;;;;;;;;;;;x
b_maedhros_hills_2;Amon Caras;Maedhros' Hills;Maedhros' Hills;;Maedhros' Hills;;;;;;;;;x
b_maedhros_hills_2_adj;Carathrim;;Maedhros' Hillser;;;;;;;;;;;x
b_maedros_march;Dor Maedhros;Maedros' March;Maedros' March;;Maedros' March;;;;;;;;;x
b_maedros_march_adj;Maedhrothrim;;Maedros' Marcher;;;;;;;;;;;x
b_maedros_march_2;Marchkeep;Maedros' March;Maedros' March;;Maedros' March;;;;;;;;;x
b_maedros_march_2_adj;Marchkeep;;Maedros' Marcher;;;;;;;;;;;x
b_maglors_gap;Dor Maglor;Maglor's Gap;Maglor's Gap;;Maglor's Gap;;;;;;;;;x
b_maglors_gap_adj;Maglorim;;Maglor's Gaper;;;;;;;;;;;x
b_maglors_gap_2;Arbenost Daer;Maglor's Gap;Maglor's Gap;;Maglor's Gap;;;;;;;;;x
b_maglors_gap_2_adj;Arbenothrim;;Maglor's Gaper;;;;;;;;;;;x
b_maglors_gap_3;Maglorond;Maglor's Gap;Maglor's Gap;;Maglor's Gap;;;;;;;;;x
b_maglors_gap_3_adj;Maglorondrim;;Maglor's Gaper;;;;;;;;;;;x
b_magors_watch;Magor's Watch;Magor's Watch;Magor's Watch;;Magor's Watch;;;;;;;;;x
b_magors_watch_adj;Watch;;Magor's Watcher;;;;;;;;;;;x
b_magors_watch_2;Dol-en-Gondandor;Magor's Watch;Magor's Watch;;Magor's Watch;;;;;;;;;x
b_magors_watch_2_adj;Gondandorim;;Magor's Watcher;;;;;;;;;;;x
b_magors_watch_3;Bar-i-Dagorlind;Magor's Watch;Magor's Watch;;Magor's Watch;;;;;;;;;x
b_magors_watch_3_adj;Dagorlindim;;Magor's Watcher;;;;;;;;;;;x
b_magors_watch_4;Taur-en-Edhellos;Magor's Watch;Magor's Watch;;Magor's Watch;;;;;;;;;x
b_magors_watch_4_adj;Edhellothrim;;Magor's Watcher;;;;;;;;;;;x
b_malduin;Malduin;Malduin;Malduin;;Malduin;;;;;;;;;x
b_malduin_adj;Malduinrim;;malduiner;;;;;;;;;;;x
b_malduin_2;Ost-im-Duin;Malduin;Malduin;;Malduin;;;;;;;;;x
b_malduin_2_adj;Ost-im-Duin;;malduiner;;;;;;;;;;;x
b_malduin_3;Malduinothrond;Malduin;Malduin;;Malduin;;;;;;;;;x
b_malduin_3_adj;Malduinothrondrim;;malduiner;;;;;;;;;;;x
b_malduin_4;Echad Alphalír;Malduin;Malduin;;Malduin;;;;;;;;;x
b_malduin_4_adj;Alphalírim;;malduiner;;;;;;;;;;;x
b_malkorectele;Malkorectelë;Malkorectelë;Malkorectelë;;Malkorectelë;;;;;;;;;x
b_malkorectele_adj;Malkorectelërim;;malkorectelëer;;;;;;;;;;;x
b_marshes_of_nevrast;Marshes of Nevrast;Marshes of Nevrast;Marshes of Nevrast;;Marshes of Nevrast;;;;;;;;;x
b_marshes_of_nevrast_adj;Marshes of Nevrastrim;;Marshes of Nevraster;;;;;;;;;;;x
b_marshes_of_nevrast_2;Foraelfalas;Marshes of Nevrast;Marshes of Nevrast;;Marshes of Nevrast;;;;;;;;;x
b_marshes_of_nevrast_2_adj;Foraelfalathrim;;Marshes of Nevraster;;;;;;;;;;;x
b_marshes_of_nevrast_3;Barad Lisc;Marshes of Nevrast;Marshes of Nevrast;;Marshes of Nevrast;;;;;;;;;x
b_marshes_of_nevrast_3_adj;Liscrim;;Marshes of Nevraster;;;;;;;;;;;x
b_marto_valar;Marto Valar;Marto Valar;Marto Valar;;Marto Valar;;;;;;;;;x
b_marto_valar_adj;Marto Valar;;Marto Valarer;;;;;;;;;;;x
b_martotaran;Martotaran;Martotaran;Martotaran;;Martotaran;;;;;;;;;x
b_martotaran_adj;Martotaranrim;;martotaraner;;;;;;;;;;;x
b_men_i_naugrim;Men-i-Naugrim;Men-i-Naugrim;Men-i-Naugrim;;Men-i-Naugrim;;;;;;;;;x
b_men_i_naugrim_adj;Men-i-Naugrim;;men-i-naugrimer;;;;;;;;;;;x
b_men_i_naugrim_2;Manadothrad;Men-i-Naugrim;Men-i-Naugrim;;Men-i-Naugrim;;;;;;;;;x
b_men_i_naugrim_2_adj;Manadothradrim;;men-i-naugrimer;;;;;;;;;;;x
b_men_i_naugrim_3;Naugramost;Men-i-Naugrim;Men-i-Naugrim;;Men-i-Naugrim;;;;;;;;;x
b_men_i_naugrim_3_adj;Naugramothrim;;men-i-naugrimer;;;;;;;;;;;x
b_menathrad;Menathrad;Menathrad;Menathrad;;Menathrad;;;;;;;;;x
b_menathrad_adj;Menathradrim;;menathrader;;;;;;;;;;;x
b_menathrad_2;Echad Gildabor;Menathrad;Menathrad;;Menathrad;;;;;;;;;x
b_menathrad_2_adj;Echad Gildaborim;;menathrader;;;;;;;;;;;x
b_menathrad_3;Bar-en-Aeredhur;Menathrad;Menathrad;;Menathrad;;;;;;;;;x
b_menathrad_3_adj;Aeredhurim;;menathrader;;;;;;;;;;;x
b_menegroth;Menegroth;Menegroth;Menegroth;;Menegroth;;;;;;;;;x
b_menegroth_adj;Menegrothrim;;menegrother;;;;;;;;;;;x
b_menegroth_2;Arnenthal;Menegroth;Menegroth;;Menegroth;;;;;;;;;x
b_menegroth_2_adj;Arnenthalrim;;menegrother;;;;;;;;;;;x
b_menegroth_3;Hírilorn;Menegroth;Menegroth;;Menegroth;;;;;;;;;x
b_menegroth_3_adj;Hírilornrim;;menegrother;;;;;;;;;;;x
b_menegroth_4;Menelrond;Menegroth;Menegroth;;Menegroth;;;;;;;;;x
b_menegroth_4_adj;Menelrondrim;;menegrother;;;;;;;;;;;x
b_menegroth_5;Annon Daer;Menegroth;Menegroth;;Menegroth;;;;;;;;;x
b_menegroth_5_adj;Annon Daerim;;menegrother;;;;;;;;;;;x
b_menegroth_6;Tham-en-Tanaug;Menegroth;Menegroth;;Menegroth;;;;;;;;;x
b_menegroth_6_adj;Tanaugrim;;menegrother;;;;;;;;;;;x
b_methed_en_glad;Methed-en-glad;Methed-en-glad;Methed-en-glad;;Methed-en-glad;;;;;;;;;x
b_methed_en_glad_adj;Methed-en-gladrim;;methed-en-glader;;;;;;;;;;;x
b_methed_en_glad_2;Bar-en-Gladost;Methed-en-glad;Methed-en-glad;;Methed-en-glad;;;;;;;;;x
b_methed_en_glad_2_adj;Gladothrim;;methed-en-glader;;;;;;;;;;;x
b_methed_en_glad_3;Gwannost;Methed-en-glad;Methed-en-glad;;Methed-en-glad;;;;;;;;;x
b_methed_en_glad_3_adj;Gwannothrim;;methed-en-glader;;;;;;;;;;;x
b_methed_en_glad_4;Echad Dagorwaith;Methed-en-glad;Methed-en-glad;;Methed-en-glad;;;;;;;;;x
b_methed_en_glad_4_adj;Dagorwaith;;methed-en-glader;;;;;;;;;;;x
b_methed_en_glad_5;Rond Bassoneth;Methed-en-glad;Methed-en-glad;;Methed-en-glad;;;;;;;;;x
b_methed_en_glad_5_adj;Bassoneth;;methed-en-glader;;;;;;;;;;;x
b_minas_dinen;Minas Dínen;Minas Dínen;Minas Dínen;;Minas Dínen;;;;;;;;;x
b_minas_dinen_adj;Minas Dínenrim;;Minas Dínener;;;;;;;;;;;x
b_mindeb;Mindeb;Mindeb;Mindeb;;Mindeb;;;;;;;;;x
b_mindeb_adj;Mindebrim;;mindeber;;;;;;;;;;;x
b_mindeb_2;Echad Galathil;Mindeb;Mindeb;;Mindeb;;;;;;;;;x
b_mindeb_2_adj;Galathilgwaith;;mindeber;;;;;;;;;;;x
b_mindeb_3;Lanthir Dimost;Mindeb;Mindeb;;Mindeb;;;;;;;;;x
b_mindeb_3_adj;Lanthir Dimothrim;;mindeber;;;;;;;;;;;x
b_mindeb_4;Atheadirond;Mindeb;Mindeb;;Mindeb;;;;;;;;;x
b_mindeb_4_adj;Atheadirondrim;;mindeber;;;;;;;;;;;x
b_mindeb_5;Nan Edhelbar;Mindeb;Mindeb;;Mindeb;;;;;;;;;x
b_mindeb_5_adj;Nan Edhelbarim;;mindeber;;;;;;;;;;;x
b_minui_annui_eryn;Minui Annui Eryn;;;;;;;;;;;;x
b_minui_annui_eryn_adj;Minui Annui Eryn;;;;;;;;;;;;x
b_minui_annui_eryn_2;Feleg Daer;;;;;;;;;;;;x
b_minui_annui_eryn_2_adj;Feleg Daer;;;;;;;;;;;;x
b_minui_annui_eryn_3;Rond Morgurth;;;;;;;;;;;;x
b_minui_annui_eryn_3_adj;Rond Morgurth;;;;;;;;;;;;x
b_minui_annui_eryn_4;Amon Rhun;;;;;;;;;;;;x
b_minui_annui_eryn_4_adj;Amon Rhun;;;;;;;;;;;;x
b_minui_annui_eryn_5;Morlith;;;;;;;;;;;;x
b_minui_annui_eryn_5_adj;Morlithrim;;;;;;;;;;;;x
b_minui_annui_eryn_6;Dagorabar;;;;;;;;;;;;x
b_minui_annui_eryn_6_adj;Dagorabarim;;;;;;;;;;;;x
b_minui_annui_eryn_7;Angost;;;;;;;;;;;;x
b_minui_annui_eryn_7_adj;Angothrim;;;;;;;;;;;;x
b_nan_alkarin;Nan-Alkarin;Nan-Alkarin;Nan-Alkarin;;Nan-Alkarin;;;;;;;;;x
b_nan_alkarin_adj;Nan-Alkarinrim;;nan-alkariner;;;;;;;;;;;x
b_nan_elmoth;Nan Elmoth;Nan Elmoth;Nan Elmoth;;Nan Elmoth;;;;;;;;;x
b_nan_elmoth_adj;Nan Elmoth;;Nan Elmother;;;;;;;;;;;x
b_nan_elmoth_2;Eölbar;Nan Elmoth;Nan Elmoth;;Nan Elmoth;;;;;;;;;x
b_nan_elmoth_2_adj;Eölbarim;;Nan Elmother;;;;;;;;;;;x
b_nan_elmoth_3;Celu Rodëol;Nan Elmoth;Nan Elmoth;;Nan Elmoth;;;;;;;;;x
b_nan_elmoth_3_adj;Celu Rodëol;;Nan Elmother;;;;;;;;;;;x
b_nan_elmoth_4;Rond Melian;Nan Elmoth;Nan Elmoth;;Nan Elmoth;;;;;;;;;x
b_nan_elmoth_4_adj;Rond Melian;;Nan Elmother;;;;;;;;;;;x
b_nan_i_nandor;Nan-i-Nandor;Nan-i-Nandor;Nan-i-Nandor;;Nan-i-Nandor;;;;;;;;;x
b_nan_i_nandor_adj;Nan-i-Nandor;;nan-i-nandorer;;;;;;;;;;;x
b_nan_i_naugrim;Khazadbizar;;;;;;;;;;;;;x
b_nan_i_naugrim_adj;Khazadbizardul;;;;;;;;;;;;;x
b_nan_i_naugrim_2;Bizar-Dûm;;;;;;;;;;;;;x
b_nan_i_naugrim_2_adj;Bizardul;;;;;;;;;;;;;x
b_nan_i_naugrim_3;Uzbadgamil-Dûm;;;;;;;;;;;;;x
b_nan_i_naugrim_3_adj;Uzbadgamildul;;;;;;;;;;;;;x
b_nan_i_naugrim_4;Khazad-zahar;;;;;;;;;;;;;x
b_nan_i_naugrim_4_adj;Khazad-zahardul;;=;;;;;;;;;;;x
b_nan_i_naugrim_5;Uzbad-Dûm;;;;;;;;;;;;;x
b_nan_i_naugrim_5_adj;Uzbadul;;;;;;;;;;;;;x
b_nan_i_naugrim_6;Lossendil;;;;;;;;;;;;;x
b_nan_i_naugrim_6_adj;Lossendilthrim;;;;;;;;;;;;;x
b_mithrum;Mithrum;Mithrum;Mithrum;;Mithrum;;;;;;;;;x
b_mithrum_adj;Mithrum;;mithrumer;;;;;;;;;;;x
b_mithrum_2;Echad Fingolfin;Mithrum;Mithrum;;Mithrum;;;;;;;;;x
b_mithrum_2_adj;Ecahd Fingolfin;;mithrumer;;;;;;;;;;;x
b_mithrum_3;Talf Daer;Mithrum;Mithrum;;Mithrum;;;;;;;;;x
b_mithrum_3_adj;Talf Daer;;mithrumer;;;;;;;;;;;x
b_mithrum_4;Barad Parth;Mithrum;Mithrum;;Mithrum;;;;;;;;;x
b_mithrum_4_adj;Barad Parth;;mithrumer;;;;;;;;;;;x
b_miwbunn;Mîwbunn;Mîwbunn;Mîwbunn;;Mîwbunn;;;;;;;;;x
b_miwbunn_adj;Mîwbunnrim;;mîwbunner;;;;;;;;;;;x
b_miwbunn_2;Yalmost;Mîwbunn;Mîwbunn;;Mîwbunn;;;;;;;;;x
b_miwbunn_2_adj;Yalmost;;mîwbunner;;;;;;;;;;;x
b_miwbunn_3;Luinath;Mîwbunn;Mîwbunn;;Mîwbunn;;;;;;;;;x
b_miwbunn_3_adj;Luinathrim;;mîwbunner;;;;;;;;;;;x
b_miwbunn_4;Galafânardh;Mîwbunn;Mîwbunn;;Mîwbunn;;;;;;;;;x
b_miwbunn_4_adj;Galafânarim;;mîwbunner;;;;;;;;;;;x
b_miwbunn_5;Bar-en-Rochaer;Mîwbunn;Mîwbunn;;Mîwbunn;;;;;;;;;x
b_miwbunn_5_adj;Bar-en-Rochaer;;mîwbunner;;;;;;;;;;;x
b_mouths_of_sirion;Mouths of Sirion;Mouths of Sirion;Mouths of Sirion;;Mouths of Sirion;;;;;;;;;x
b_mouths_of_sirion_adj;Mouths of Sirion;;Mouths of Sirioner;;;;;;;;;;;x
b_mouths_of_sirion_2;Eges Sirion;Mouths of Sirion;Mouths of Sirion;;Mouths of Sirion;;;;;;;;;x
b_mouths_of_sirion_2_adj;Eges Sirion;;Mouths of Sirioner;;;;;;;;;;;x
b_mouths_of_sirion_3;Voronfarond;Mouths of Sirion;Mouths of Sirion;;Mouths of Sirion;;;;;;;;;x
b_mouths_of_sirion_3_adj;Voronfarondrim;;Mouths of Sirioner;;;;;;;;;;;x
b_mouths_of_sirion_4;Egethlond;Mouths of Sirion;Mouths of Sirion;;Mouths of Sirion;;;;;;;;;x
b_mouths_of_sirion_4_adj;Egethlond;;Mouths of Sirioner;;;;;;;;;;;x
b_mouths_of_sirion_5;Uruimbardh;Mouths of Sirion;Mouths of Sirion;;Mouths of Sirion;;;;;;;;;x
b_mouths_of_sirion_5_adj;Uruimbardh;;Mouths of Sirioner;;;;;;;;;;;x
b_mouths_of_sirion_6;Otok Mot;Mouths of Sirion;Mouths of Sirion;;Mouths of Sirion;;;;;;;;;x
b_mouths_of_sirion_6_adj;Otok Mot;;Mouths of Sirioner;;;;;;;;;;;x
b_mundrasse;Mundrasse;;;;;;;;;;;;x
b_mundrasse_adj;Mundrasse;;;;;;;;;;;;x
b_mundrasse_2;Amon Nurn;;;;;;;;;;;;x
b_mundrasse_2_adj;Amon Nurn;;;;;;;;;;;;x
b_mundrasse_3;Rond Felagurth;;;;;;;;;;;;x
b_mundrasse_3_adj;Rond Felagurth;;;;;;;;;;;;x
b_mundrasse_4;Caras Hithren;;;;;;;;;;;;x
b_mundrasse_4_adj;Caras Hithren;;;;;;;;;;;;x
b_mundrasse_5;Barad Daerlos;;;;;;;;;;;;x
b_mundrasse_5_adj;Barad Daerlos;;;;;;;;;;;;x
b_mundrasse_6;Emyn Glamhoth;;;;;;;;;;;;x
b_mundrasse_6_adj;Emyn Glamhoth;;;;;;;;;;;;x
b_mundrasse_7;Raen Sarn;;;;;;;;;;;;x
b_mundrasse_7_adj;Raen Sarn;;;;;;;;;;;;x
b_nalda_imbe_siryat;Nalda Imbë Siryat;Nalda Imbë Siryat;Nalda Imbë Siryat;;Nalda Imbë Siryat;;;;;;;;;x
b_nalda_imbe_siryat_adj;Nalda Imbë Siryatrim;;Nalda Imbë Siryater;;;;;;;;;;;x
b_nalda_imbe_siryat_2;Golotawar;Nalda Imbë Siryat;Nalda Imbë Siryat;;Nalda Imbë Siryat;;;;;;;;;x
b_nalda_imbe_siryat_2_adj;Golotawarim;;Nalda Imbë Siryater;;;;;;;;;;;x
b_nalda_imbe_siryat_3;Nenend;Nalda Imbë Siryat;Nalda Imbë Siryat;;Nalda Imbë Siryat;;;;;;;;;x
b_nalda_imbe_siryat_3_adj;Nenendrim;;Nalda Imbë Siryater;;;;;;;;;;;x
b_nalda_imbe_siryat_4;Barad Drafn;Nalda Imbë Siryat;Nalda Imbë Siryat;;Nalda Imbë Siryat;;;;;;;;;x
b_nalda_imbe_siryat_4_adj;Barad Drafn;;Nalda Imbë Siryater;;;;;;;;;;;x
b_nan_narog;Nan-Narog;Nan-Narog;Nan-Narog;;Nan-Narog;;;;;;;;;x
b_nan_narog_adj;Nan-Narogrim;;nan-naroger;;;;;;;;;;;x
b_nan_narog_2;Nargolothmbar;Nan-Narog;Nan-Narog;;Nan-Narog;;;;;;;;;x
b_nan_narog_2_adj;Nargolothmbarim;;nan-naroger;;;;;;;;;;;x
b_nan_narog_3;Echad Thrandhîr;Nan-Narog;Nan-Narog;;Nan-Narog;;;;;;;;;x
b_nan_narog_3_adj;Thrandhîrim;;nan-naroger;;;;;;;;;;;x
b_nan_narog_4;Barad Gond;Nan-Narog;Nan-Narog;;Nan-Narog;;;;;;;;;x
b_nan_narog_4_adj;Barad Gond;;nan-naroger;;;;;;;;;;;x
b_nan_narog_5;Ost-im-Parchwae;Nan-Narog;Nan-Narog;;Nan-Narog;;;;;;;;;x
b_nan_narog_5_adj;Pargwaith;;nan-naroger;;;;;;;;;;;x
b_nan_narog_6;Thinedh Carn;Nan-Narog;Nan-Narog;;Nan-Narog;;;;;;;;;x
b_nan_narog_6_adj;Thinedh Carn;;nan-naroger;;;;;;;;;;;x
b_nan_sindeldi;Nan-Sindeldi;Nan-Sindeldi;Nan-Sindeldi;;Nan-Sindeldi;;;;;;;;;x
b_nan_sindeldi_adj;Nan-Sindeldi;;nan-sindelder;;;;;;;;;;;x
b_nan_sindeldi_2;Helfindor;Nan-Sindeldi;Nan-Sindeldi;;Nan-Sindeldi;;;;;;;;;x
b_nan_sindeldi_2_adj;Helfindorim;;nan-sindelder;;;;;;;;;;;x
b_nan_sindeldi_3;Tham Círfin;Nan-Sindeldi;Nan-Sindeldi;;Nan-Sindeldi;;;;;;;;;x
b_nan_sindeldi_3_adj;Círfinrim;;nan-sindelder;;;;;;;;;;;x
b_nan_sindeldi_4;Nenirath;Nan-Sindeldi;Nan-Sindeldi;;Nan-Sindeldi;;;;;;;;;x
